time,motion,body position,BR derived by Belt,HR derived by ECG,Belt Quality,ECG Quality,HR confidence,BR confidence,Day,DF
18:51:41,1,40,28.5,77.9,82,100,98,73,10_Feb_2015,
18:51:46,1,40,28.5,84.4,82,100,98,73,10_Feb_2015,
18:51:51,1,10,28.5,86.5,82,100,98,73,10_Feb_2015,
18:51:56,1,10,29.8,89.4,83,64,83,74,10_Feb_2015,
18:52:01,1,10,29.8,96.7,83,64,83,74,10_Feb_2015,
18:52:06,1,10,29.8,90.4,83,64,83,74,10_Feb_2015,
18:52:11,1,10,37,83.4,85,100,95,76,10_Feb_2015,
18:52:16,1,10,37,80.7,85,100,95,76,10_Feb_2015,
18:52:21,1,10,37,85.1,85,100,95,76,10_Feb_2015,
18:52:26,1,10,39.9,86.6,89,100,95,80,10_Feb_2015,
18:52:31,1,10,39.9,84.7,89,100,95,80,10_Feb_2015,
18:52:36,1,10,39.9,85.8,89,100,95,80,10_Feb_2015,
18:52:41,1,10,36,88.7,100,100,94,90,10_Feb_2015,
18:52:46,1,10,36,81.3,100,100,94,90,10_Feb_2015,
18:52:51,1,10,36,84.5,100,100,94,90,10_Feb_2015,
18:52:56,1,10,32.9,80.1,89,100,97,80,10_Feb_2015,
18:53:01,1,10,32.9,82.8,89,100,97,80,10_Feb_2015,
18:53:06,1,10,32.9,81.7,89,100,97,80,10_Feb_2015,
18:53:11,1,10,32.4,87.6,82,100,99,73,10_Feb_2015,
18:53:16,1,10,32.4,85.8,82,100,99,73,10_Feb_2015,
18:53:21,1,10,32.4,87.4,82,100,99,73,10_Feb_2015,
18:53:26,2,10,32.6,87.3,81,91,95,72,10_Feb_2015,
18:53:31,1,10,32.6,94.5,81,91,95,72,10_Feb_2015,
18:53:36,1,10,32.6,92.6,81,91,95,72,10_Feb_2015,
18:53:41,1,10,36,82.8,75,100,95,67,10_Feb_2015,
18:53:46,1,10,36,84.7,75,100,95,67,10_Feb_2015,
18:53:51,1,10,36,86.2,75,100,95,67,10_Feb_2015,
18:53:56,1,10,41,86.5,89,100,95,80,10_Feb_2015,
18:54:01,1,10,41,88.8,89,100,95,80,10_Feb_2015,
18:54:06,1,10,41,88.6,89,100,95,80,10_Feb_2015,
18:54:11,1,10,41.8,89.4,90,100,97,81,10_Feb_2015,
18:54:16,1,10,41.8,90.5,90,100,97,81,10_Feb_2015,
18:54:21,1,10,41.8,87.7,90,100,97,81,10_Feb_2015,
18:54:26,1,10,41.7,88.2,88,100,94,79,10_Feb_2015,
18:54:31,1,10,41.7,87.4,88,100,94,79,10_Feb_2015,
18:54:36,1,10,41.7,92.3,88,100,94,79,10_Feb_2015,
18:54:41,1,10,42.3,77.2,90,100,95,81,10_Feb_2015,
18:54:46,1,10,42.3,83.8,90,100,95,81,10_Feb_2015,
18:54:51,1,10,42.3,83.4,90,100,95,81,10_Feb_2015,
18:54:56,1,10,42.4,88.5,88,100,95,79,10_Feb_2015,
18:55:01,1,10,42.4,91,88,100,95,79,10_Feb_2015,
18:55:06,1,10,42.4,90.8,88,100,95,79,10_Feb_2015,
18:55:11,1,10,45.7,89.9,88,100,95,79,10_Feb_2015,
18:55:16,1,10,45.7,90.2,88,100,95,79,10_Feb_2015,
18:55:21,1,10,45.7,87.6,88,100,95,79,10_Feb_2015,
18:55:26,1,10,48.2,90.6,92,100,95,82,10_Feb_2015,
18:55:31,1,10,48.2,90.1,92,100,95,82,10_Feb_2015,
18:55:36,1,10,48.2,81.6,92,100,95,82,10_Feb_2015,
18:55:41,1,50,50,92.3,90,100,95,81,10_Feb_2015,
18:55:46,1,50,50,83.8,90,100,95,81,10_Feb_2015,
18:55:51,1,10,50,89.1,90,100,95,81,10_Feb_2015,
18:55:56,1,10,48.4,73.8,88,100,94,79,10_Feb_2015,
18:56:01,1,10,48.4,78.5,88,100,94,79,10_Feb_2015,
18:56:06,1,10,48.4,83.2,88,100,94,79,10_Feb_2015,
18:56:11,1,10,45,84.1,92,100,94,82,10_Feb_2015,
18:56:16,1,10,45,89,92,100,94,82,10_Feb_2015,
18:56:21,1,10,45,90.3,92,100,94,82,10_Feb_2015,
18:56:26,1,10,45,85.8,87,100,96,78,10_Feb_2015,
18:56:31,1,10,45,78.3,87,100,96,78,10_Feb_2015,
18:56:36,1,10,45,89.7,87,100,96,78,10_Feb_2015,
18:56:41,1,10,42.7,94,88,100,94,79,10_Feb_2015,
18:56:46,1,10,42.7,93.8,88,100,94,79,10_Feb_2015,
18:56:51,1,10,42.7,80.7,88,100,94,79,10_Feb_2015,
18:56:56,1,10,41.5,83.5,83,100,92,74,10_Feb_2015,
18:57:01,1,10,41.5,83.2,83,100,92,74,10_Feb_2015,
18:57:06,1,10,41.5,85,83,100,92,74,10_Feb_2015,
18:57:11,1,10,41.9,85.7,78,100,94,70,10_Feb_2015,
18:57:16,1,10,41.9,89.1,78,100,94,70,10_Feb_2015,
18:57:21,1,10,41.9,89.3,78,100,94,70,10_Feb_2015,
18:57:26,1,10,40.2,88.3,86,100,96,77,10_Feb_2015,
18:57:31,1,10,40.2,84.2,86,100,96,77,10_Feb_2015,
18:57:36,1,10,40.2,89.7,86,100,96,77,10_Feb_2015,
18:57:41,1,10,42,87.3,85,100,93,76,10_Feb_2015,
18:57:46,1,10,42,87.8,85,100,93,76,10_Feb_2015,
18:57:51,1,10,42,86.4,85,100,93,76,10_Feb_2015,
18:57:56,1,10,38.4,88.1,96,100,93,86,10_Feb_2015,
18:58:01,1,10,38.4,91.2,96,100,93,86,10_Feb_2015,
18:58:06,1,10,38.4,95.1,96,100,93,86,10_Feb_2015,
18:58:11,1,10,38.1,86.8,93,100,94,83,10_Feb_2015,
18:58:16,1,10,38.1,91.6,93,100,94,83,10_Feb_2015,
18:58:21,1,10,38.1,93.6,93,100,94,83,10_Feb_2015,
18:58:26,1,10,33.9,87.5,92,100,94,82,10_Feb_2015,
18:58:31,1,10,33.9,90.4,92,100,94,82,10_Feb_2015,
18:58:36,1,10,33.9,93.1,92,100,94,82,10_Feb_2015,
18:58:41,1,10,31.1,84,79,100,96,71,10_Feb_2015,
18:58:46,1,10,31.1,90.5,79,100,96,71,10_Feb_2015,
18:58:51,2,50,31.1,90.3,79,100,96,71,10_Feb_2015,
18:58:56,1,10,31.8,97.2,67,100,95,60,10_Feb_2015,
18:59:01,1,10,31.8,83.1,67,100,95,60,10_Feb_2015,
18:59:06,1,10,31.8,80.9,67,100,95,60,10_Feb_2015,
18:59:11,1,40,30.8,86.8,71,100,95,63,10_Feb_2015,
18:59:16,1,40,30.8,98.5,71,100,95,63,10_Feb_2015,
18:59:21,2,50,30.8,84.2,71,100,95,63,10_Feb_2015,
18:59:26,2,40,32.9,84.6,66,100,95,59,10_Feb_2015,
18:59:31,1,40,32.9,89.3,66,100,95,59,10_Feb_2015,
18:59:36,1,40,32.9,88.3,66,100,95,59,10_Feb_2015,
18:59:41,1,40,34.9,84,77,100,94,69,10_Feb_2015,
18:59:46,1,40,34.9,84.3,77,100,94,69,10_Feb_2015,
18:59:51,1,40,34.9,85.3,77,100,94,69,10_Feb_2015,
18:59:56,1,40,31.8,89.3,80,100,94,72,10_Feb_2015,
19:00:01,1,50,31.8,92.1,80,100,94,72,10_Feb_2015,
19:00:06,1,40,31.8,89.7,80,100,94,72,10_Feb_2015,
19:00:11,1,40,31.6,82.4,83,100,95,74,10_Feb_2015,
19:00:16,1,40,31.6,86.6,83,100,95,74,10_Feb_2015,
19:00:21,1,40,31.6,88,83,100,95,74,10_Feb_2015,
19:00:26,1,40,32.1,87.8,91,100,98,81,10_Feb_2015,
19:00:31,1,40,32.1,81.5,91,100,98,81,10_Feb_2015,
19:00:36,1,40,32.1,86.9,91,100,98,81,10_Feb_2015,
19:00:41,1,40,33.5,85.4,94,100,97,84,10_Feb_2015,
19:00:46,1,40,33.5,88.4,94,100,97,84,10_Feb_2015,
19:00:51,1,40,33.5,87.7,94,100,97,84,10_Feb_2015,
19:00:56,1,40,37.1,88.2,91,100,96,81,10_Feb_2015,
19:01:01,1,40,37.1,88.3,91,100,96,81,10_Feb_2015,
19:01:06,1,40,37.1,93.8,91,100,96,81,10_Feb_2015,
