time,motion,body position,BR derived by Belt,HR derived by ECG,Belt Quality,ECG Quality,HR confidence,BR confidence,Day,DF
21:04:56,1,10,18,73.7,100,100,99,90,10_Feb_2015,
21:05:01,1,10,18,72.1,100,100,99,90,10_Feb_2015,
21:05:06,1,10,18,71.5,100,100,99,90,10_Feb_2015,
21:05:11,1,10,16.7,72.6,100,100,99,90,10_Feb_2015,
21:05:16,1,10,16.7,53.1,100,100,99,90,10_Feb_2015,
21:05:21,1,10,16.7,72.2,100,100,99,90,10_Feb_2015,
21:05:26,1,10,17.1,74.6,100,100,97,90,10_Feb_2015,
21:05:31,1,10,17.1,72.6,100,100,97,90,10_Feb_2015,
21:05:36,1,10,17.1,74,100,100,97,90,10_Feb_2015,
21:05:41,1,10,19.1,46.8,100,100,94,90,10_Feb_2015,
21:05:46,1,10,19.1,73.1,100,100,94,90,10_Feb_2015,
21:05:51,1,10,19.1,75.8,100,100,94,90,10_Feb_2015,
21:05:56,1,10,20.5,72.7,100,100,97,90,10_Feb_2015,
21:06:01,1,10,20.5,73.4,100,100,97,90,10_Feb_2015,
21:06:06,1,10,20.5,57.1,100,100,97,90,10_Feb_2015,
21:06:11,1,10,21.4,73.2,98,100,98,88,10_Feb_2015,
21:06:16,1,10,21.4,72.8,98,100,98,88,10_Feb_2015,
21:06:21,1,10,21.4,73.9,98,100,98,88,10_Feb_2015,
21:06:26,1,10,23,75.8,95,100,96,85,10_Feb_2015,
21:06:31,1,10,23,76,95,100,96,85,10_Feb_2015,
21:06:36,1,10,23,76.1,95,100,96,85,10_Feb_2015,
21:06:41,1,10,23.3,76.7,96,90,93,86,10_Feb_2015,
21:06:46,1,10,23.3,72.9,96,90,93,86,10_Feb_2015,
21:06:51,1,10,23.3,74.5,96,90,93,86,10_Feb_2015,
21:06:56,1,10,23.7,74.4,82,100,97,73,10_Feb_2015,
21:07:01,1,10,23.7,78.1,82,100,97,73,10_Feb_2015,
21:07:06,1,10,23.7,75.4,82,100,97,73,10_Feb_2015,
21:07:11,1,10,23.5,78.8,91,100,97,81,10_Feb_2015,
21:07:16,1,10,23.5,76.9,91,100,97,81,10_Feb_2015,
21:07:21,1,10,23.5,75.5,91,100,97,81,10_Feb_2015,
21:07:26,1,10,22.3,77.7,83,100,98,74,10_Feb_2015,
21:07:31,1,10,22.3,75.3,83,100,98,74,10_Feb_2015,
21:07:36,2,50,22.3,80.4,83,100,98,74,10_Feb_2015,
