time,motion,body position,BR derived by Belt,HR derived by ECG,Belt Quality,ECG Quality,HR confidence,BR confidence,Day,DF
19:11:05,1,50,38.2,59.8,65,69,64,58,26_Feb_2015,
19:11:10,1,50,34.7,74.6,63,60,81,56,26_Feb_2015,
19:11:15,1,50,34.7,107.5,63,60,81,56,26_Feb_2015,
19:11:20,1,50,34.7,62.1,63,60,81,56,26_Feb_2015,
19:11:25,1,50,35.1,61.9,56,17,60,50,26_Feb_2015,
19:11:30,1,50,35.1,66.3,56,17,60,50,26_Feb_2015,
19:11:35,1,50,35.1,62.3,56,17,60,50,26_Feb_2015,
19:11:40,1,50,35.8,60.8,62,100,94,55,26_Feb_2015,
19:11:45,1,50,35.8,59,62,100,94,55,26_Feb_2015,
19:11:50,1,50,35.8,59.5,62,100,94,55,26_Feb_2015,
19:11:55,1,50,32.5,59.8,82,87,92,73,26_Feb_2015,
19:12:00,1,50,32.5,56.1,82,87,92,73,26_Feb_2015,
19:12:05,1,50,32.5,122.1,82,87,92,73,26_Feb_2015,
19:12:10,1,50,33,60.4,91,85,84,81,26_Feb_2015,
19:12:15,1,50,33,70.9,91,85,84,81,26_Feb_2015,
19:12:20,1,60,33,111.2,91,85,84,81,26_Feb_2015,
19:12:25,1,60,33.7,76.8,91,53,63,81,26_Feb_2015,
19:12:30,1,50,33.7,91.8,91,53,63,81,26_Feb_2015,
19:12:35,1,50,33.7,61.5,91,53,63,81,26_Feb_2015,
19:12:40,1,50,31,107.8,95,70,74,85,26_Feb_2015,
19:12:45,1,50,31,N/A,95,70,74,85,26_Feb_2015,
19:12:50,1,50,31,58.9,95,70,74,85,26_Feb_2015,
19:12:55,1,50,30.4,63.8,87,79,83,78,26_Feb_2015,
19:13:00,1,50,30.4,43.7,87,79,83,78,26_Feb_2015,
19:13:05,1,50,30.4,59.2,87,79,83,78,26_Feb_2015,
19:13:10,1,50,33.9,59.1,73,93,93,65,26_Feb_2015,
19:13:15,1,50,33.9,41.9,73,93,93,65,26_Feb_2015,
19:13:20,1,50,33.9,61.5,73,93,93,65,26_Feb_2015,
19:13:25,1,50,31.8,75.5,73,100,97,65,26_Feb_2015,
19:13:30,1,50,31.8,59.5,73,100,97,65,26_Feb_2015,
19:13:35,1,50,31.8,61.8,73,100,97,65,26_Feb_2015,
19:13:40,1,50,42.1,79,68,75,84,61,26_Feb_2015,
19:13:45,1,50,42.1,64.4,68,75,84,61,26_Feb_2015,
19:13:50,1,50,42.1,90.4,68,75,84,61,26_Feb_2015,
19:13:55,1,50,46.2,56.9,83,59,75,74,26_Feb_2015,
19:14:00,1,60,46.2,111.1,83,59,75,74,26_Feb_2015,
19:14:05,1,50,46.2,121.4,83,59,75,74,26_Feb_2015,
19:14:10,1,50,44,91.7,90,92,78,81,26_Feb_2015,
19:14:15,1,50,44,N/A,90,92,78,81,26_Feb_2015,
19:14:20,1,50,44,61.4,90,92,78,81,26_Feb_2015,
19:14:25,1,50,48,123.1,89,39,55,80,26_Feb_2015,
19:14:30,1,50,48,126.2,89,39,55,80,26_Feb_2015,
19:14:35,1,50,48,64.3,89,39,55,80,26_Feb_2015,
19:14:40,1,50,40.7,62.7,92,70,74,82,26_Feb_2015,
19:14:45,1,50,40.7,44.3,92,70,74,82,26_Feb_2015,
19:14:50,1,50,40.7,76.6,92,70,74,82,26_Feb_2015,
19:14:55,1,50,38.8,77.4,88,88,86,79,26_Feb_2015,
19:15:00,1,50,38.8,64.8,88,88,86,79,26_Feb_2015,
19:15:05,1,50,38.8,62.2,88,88,86,79,26_Feb_2015,
19:15:10,1,50,38.9,49.1,92,93,90,82,26_Feb_2015,
