time,motion,body position,BR derived by Belt,HR derived by ECG,Belt Quality,ECG Quality,HR confidence,BR confidence,Skin Temperature,Day,DF
13:22:01,1,10,33.5,67.5,95,100,100,85,31.5,18_Mar_2015,
13:22:06,1,10,33.5,68,95,100,100,85,31.4,18_Mar_2015,
13:22:11,1,10,33.5,68.1,95,100,100,85,31.4,18_Mar_2015,
13:22:16,1,10,29,67.7,94,100,100,84,31.4,18_Mar_2015,
13:22:21,1,10,29,68.9,94,100,100,84,31.4,18_Mar_2015,
13:22:26,1,10,29,75.7,94,100,100,84,31.4,18_Mar_2015,
13:22:31,1,10,26.3,73.4,100,100,99,90,31.4,18_Mar_2015,
13:22:36,1,10,26.3,74.5,100,100,99,90,31.4,18_Mar_2015,
13:22:41,1,10,26.3,71.9,100,100,99,90,31.4,18_Mar_2015,
13:22:46,1,10,22.6,68.4,100,100,98,90,31.4,18_Mar_2015,
13:22:51,1,10,22.6,68.9,100,100,98,90,31.4,18_Mar_2015,
13:22:56,1,10,22.6,70.5,100,100,98,90,31.4,18_Mar_2015,
13:23:01,1,10,23.7,67.7,100,84,92,90,31.4,18_Mar_2015,
13:23:06,1,10,23.7,69.4,100,84,92,90,31.4,18_Mar_2015,
13:23:11,1,10,23.7,71.4,100,84,92,90,31.4,18_Mar_2015,
13:23:16,1,10,23.9,77.1,100,89,94,90,31.4,18_Mar_2015,
13:23:21,1,10,23.9,77.8,100,89,94,90,31.5,18_Mar_2015,
13:23:26,1,10,23.9,70.5,100,89,94,90,31.5,18_Mar_2015,
13:23:31,1,10,23.2,71.7,100,100,98,90,31.5,18_Mar_2015,
13:23:36,1,10,23.2,69.3,100,100,98,90,31.5,18_Mar_2015,
13:23:41,1,10,23.2,75,100,100,98,90,31.5,18_Mar_2015,
13:23:46,1,10,25.8,68.1,96,100,98,86,31.5,18_Mar_2015,
13:23:51,1,10,25.8,75,96,100,98,86,31.5,18_Mar_2015,
13:23:56,1,10,25.8,68.7,96,100,98,86,31.5,18_Mar_2015,
