time,motion,body position,BR derived by Belt,HR derived by ECG,Belt Quality,ECG Quality,HR confidence,BR confidence,Skin Temperature,Day,DF
23:56:49,1,40,26.3,65.3,96,100,100,86,31.6,02_Mar_2015,
23:56:54,1,40,26.3,67.8,96,100,100,86,31.6,02_Mar_2015,
23:56:59,1,40,26.3,66.4,96,100,100,86,31.6,02_Mar_2015,
23:57:04,1,40,31.1,65.8,97,100,100,87,31.6,02_Mar_2015,
23:57:09,1,40,31.1,68,97,100,100,87,31.6,02_Mar_2015,
23:57:14,1,40,31.1,69.3,97,100,100,87,31.6,02_Mar_2015,
23:57:19,1,40,28,69.4,97,100,99,87,31.6,02_Mar_2015,
23:57:24,1,40,28,70,97,100,99,87,31.6,02_Mar_2015,
23:57:29,1,50,28,71.7,97,100,99,87,31.6,02_Mar_2015,
23:57:34,1,50,32.8,70.6,100,100,99,90,31.6,02_Mar_2015,
23:57:39,1,50,32.8,72.8,100,100,99,90,31.6,02_Mar_2015,
23:57:44,1,50,32.8,72.9,100,100,99,90,31.6,02_Mar_2015,
23:57:49,1,50,37,67.9,91,100,99,81,31.6,02_Mar_2015,
23:57:54,1,50,37,68.4,91,100,99,81,31.6,02_Mar_2015,
23:57:59,1,40,37,69.2,91,100,99,81,31.6,02_Mar_2015,
23:58:04,1,40,32.3,72.8,89,100,98,80,31.6,02_Mar_2015,
23:58:09,1,40,32.3,69.5,89,100,98,80,31.6,02_Mar_2015,
23:58:14,1,40,32.3,68.1,89,100,98,80,31.6,02_Mar_2015,
23:58:19,1,40,30,66.9,84,100,99,75,31.6,02_Mar_2015,
23:58:24,1,40,30,68.7,84,100,99,75,31.6,02_Mar_2015,
23:58:29,1,50,30,70.4,84,100,99,75,31.6,02_Mar_2015,
23:58:34,1,40,25.8,69.9,84,100,99,75,31.6,02_Mar_2015,
23:58:39,1,40,25.8,70.7,84,100,99,75,31.6,02_Mar_2015,
23:58:44,1,40,25.8,67.2,84,100,99,75,31.6,02_Mar_2015,
23:58:49,1,50,23.5,66.4,85,100,99,76,31.6,02_Mar_2015,
23:58:54,1,50,23.5,65.6,85,100,99,76,31.6,02_Mar_2015,
23:58:59,1,50,23.5,65.8,85,100,99,76,31.6,02_Mar_2015,
23:59:04,1,50,25.4,67,74,100,99,66,31.6,02_Mar_2015,
23:59:09,1,50,25.4,66.1,74,100,99,66,31.6,02_Mar_2015,
23:59:14,1,50,25.4,65.8,74,100,99,66,31.6,02_Mar_2015,
23:59:19,1,50,27.5,67.7,76,100,100,68,31.6,02_Mar_2015,
23:59:24,1,50,27.5,67.8,76,100,100,68,31.6,02_Mar_2015,
23:59:29,1,50,27.5,67.9,76,100,100,68,31.6,02_Mar_2015,
23:59:34,1,50,30.1,68.7,71,100,100,63,31.6,02_Mar_2015,
23:59:39,1,50,30.1,68.6,71,100,100,63,31.6,02_Mar_2015,
23:59:44,1,40,30.1,68.2,71,100,100,63,31.6,02_Mar_2015,
23:59:49,1,40,32.5,75,73,100,99,65,31.6,02_Mar_2015,
23:59:54,1,40,32.5,79.5,73,100,99,65,31.6,02_Mar_2015,
23:59:59,1,40,32.5,99.4,73,100,99,65,31.6,02_Mar_2015,
