time,motion,body position,BR derived by Belt,HR derived by ECG,Belt Quality,ECG Quality,HR confidence,BR confidence,Day,DF
14:07:30,1,50,N/A,N/A,-1,-1,-1,-1,05_Feb_2015,
14:09:05,1,10,34.3,80.2,78,100,100,70,05_Feb_2015,
14:09:10,1,50,34.3,78.8,78,100,100,70,05_Feb_2015,
14:09:15,1,50,34.3,76.6,78,100,100,70,05_Feb_2015,
14:09:20,1,10,31.8,78.3,80,100,99,72,05_Feb_2015,
14:09:25,1,10,31.8,80.3,80,100,99,72,05_Feb_2015,
14:09:30,1,10,31.8,78,80,100,99,72,05_Feb_2015,
14:09:35,1,10,30.6,79.5,53,100,99,47,05_Feb_2015,
14:09:40,1,10,30.6,78.4,53,100,99,47,05_Feb_2015,
14:09:45,1,10,30.6,80.2,53,100,99,47,05_Feb_2015,
14:09:50,1,10,30,79.5,54,100,99,48,05_Feb_2015,
14:09:55,1,10,30,80.7,54,100,99,48,05_Feb_2015,
14:10:00,1,10,30,79.8,54,100,99,48,05_Feb_2015,
14:10:05,1,10,27,81.8,47,100,99,42,05_Feb_2015,
14:10:10,1,10,27,80,47,100,99,42,05_Feb_2015,
14:10:15,1,50,27,83.2,47,100,99,42,05_Feb_2015,
14:10:20,1,50,30.3,81.6,46,100,99,41,05_Feb_2015,
14:10:25,1,10,30.3,85.9,46,100,99,41,05_Feb_2015,
14:10:30,1,10,30.3,81.4,46,100,99,41,05_Feb_2015,
14:10:35,2,50,28.2,81.6,80,100,98,72,05_Feb_2015,
14:10:40,1,10,28.2,94.2,80,100,98,72,05_Feb_2015,
14:10:45,1,10,28.2,92.4,80,100,98,72,05_Feb_2015,
14:10:50,1,10,25.8,83.3,74,100,95,66,05_Feb_2015,
14:10:55,1,10,25.8,67.1,74,100,95,66,05_Feb_2015,
14:11:00,1,10,25.8,69.5,74,100,95,66,05_Feb_2015,
14:11:05,1,10,33.3,72.1,68,100,95,61,05_Feb_2015,
14:11:10,1,10,33.3,73.3,68,100,95,61,05_Feb_2015,
14:11:15,1,10,33.3,69.5,68,100,95,61,05_Feb_2015,
14:11:20,1,10,34,70.2,76,100,98,68,05_Feb_2015,
14:11:25,1,10,34,71.7,76,100,98,68,05_Feb_2015,
14:11:30,1,10,34,75.7,76,100,98,68,05_Feb_2015,
14:11:35,1,10,37,73.7,80,100,97,72,05_Feb_2015,
14:11:40,1,10,37,73.7,80,100,97,72,05_Feb_2015,
14:11:45,1,10,37,73.3,80,100,97,72,05_Feb_2015,
14:11:50,1,10,39,76.2,90,100,97,81,05_Feb_2015,
14:11:55,1,10,39,76.8,90,100,97,81,05_Feb_2015,
14:12:00,1,10,39,78.3,90,100,97,81,05_Feb_2015,
14:12:05,1,10,36.5,81.1,98,100,99,88,05_Feb_2015,
14:12:10,1,10,36.5,77.7,98,100,99,88,05_Feb_2015,
14:12:15,1,10,36.5,73.9,98,100,99,88,05_Feb_2015,
14:12:20,1,10,35.4,74.5,100,100,98,90,05_Feb_2015,
14:12:25,1,10,35.4,73.7,100,100,98,90,05_Feb_2015,
14:12:30,1,10,35.4,76.9,100,100,98,90,05_Feb_2015,
14:12:35,1,10,33.2,75,100,100,99,90,05_Feb_2015,
14:12:40,1,10,33.2,77.8,100,100,99,90,05_Feb_2015,
14:12:45,1,10,33.2,76.8,100,100,99,90,05_Feb_2015,
14:12:50,1,10,33.5,77.1,100,100,99,90,05_Feb_2015,
14:12:55,1,10,33.5,78.3,100,100,99,90,05_Feb_2015,
14:13:00,1,10,33.5,77.6,100,100,99,90,05_Feb_2015,
14:13:05,1,10,39.3,78,100,100,100,90,05_Feb_2015,
14:13:10,1,10,39.3,78.8,100,100,100,90,05_Feb_2015,
14:13:15,1,10,39.3,79.7,100,100,100,90,05_Feb_2015,
14:13:20,1,10,40,74.2,100,100,99,90,05_Feb_2015,
14:13:25,1,10,40,76.1,100,100,99,90,05_Feb_2015,
14:13:30,1,10,40,78.2,100,100,99,90,05_Feb_2015,
14:13:35,1,10,41.5,77.1,100,100,99,90,05_Feb_2015,
14:13:40,1,10,41.5,74.8,100,100,99,90,05_Feb_2015,
14:13:45,1,10,41.5,74.7,100,100,99,90,05_Feb_2015,
14:13:50,1,10,37.3,77.2,98,100,99,88,05_Feb_2015,
14:13:55,1,10,37.3,77.1,98,100,99,88,05_Feb_2015,
14:14:00,1,10,37.3,76.7,98,100,99,88,05_Feb_2015,
14:14:05,1,10,30.8,76.2,98,100,99,88,05_Feb_2015,
14:14:10,1,10,30.8,75.4,98,100,99,88,05_Feb_2015,
14:14:15,1,10,30.8,77.2,98,100,99,88,05_Feb_2015,
14:14:20,1,10,32.2,76.7,94,100,100,84,05_Feb_2015,
14:14:25,1,10,32.2,85.4,94,100,100,84,05_Feb_2015,
14:14:30,1,10,32.2,78,94,100,100,84,05_Feb_2015,
14:14:35,1,10,34,77.9,94,100,97,84,05_Feb_2015,
14:14:40,1,10,34,72.4,94,100,97,84,05_Feb_2015,
14:14:45,1,10,34,76.8,94,100,97,84,05_Feb_2015,
14:14:50,1,10,40,80.4,95,100,95,85,05_Feb_2015,
14:14:55,1,10,40,80.4,95,100,95,85,05_Feb_2015,
14:15:00,1,10,40,79,95,100,95,85,05_Feb_2015,
14:15:05,1,10,42.2,75.5,95,100,98,85,05_Feb_2015,
14:15:10,1,10,42.2,75.4,95,100,98,85,05_Feb_2015,
14:15:15,1,10,42.2,74.2,95,100,98,85,05_Feb_2015,
14:15:21,1,10,41.7,74.4,93,100,99,83,05_Feb_2015,
14:15:25,1,10,41.7,76.6,93,100,99,83,05_Feb_2015,
14:15:30,1,10,41.7,78.3,93,100,99,83,05_Feb_2015,
14:15:36,1,10,44,75.6,91,100,100,81,05_Feb_2015,
14:15:40,1,10,44,78,91,100,100,81,05_Feb_2015,
14:15:45,1,10,44,79.3,91,100,100,81,05_Feb_2015,
14:15:51,1,10,36.8,78.9,93,100,99,83,05_Feb_2015,
14:15:55,1,10,36.8,76.3,93,100,99,83,05_Feb_2015,
14:16:00,1,10,36.8,77.2,93,100,99,83,05_Feb_2015,
14:16:05,1,10,33.5,78.2,92,100,97,82,05_Feb_2015,
14:16:10,1,10,33.5,77.8,92,100,97,82,05_Feb_2015,
