time,motion,body position,BR derived by Belt,HR derived by ECG,Belt Quality,ECG Quality,HR confidence,BR confidence,Skin Temperature,Day,DF
18:28:16,1,10,28.1,64.2,94,95,97,84,28.9,09_Mar_2015,
18:28:21,1,10,23.1,66,89,100,99,80,28.9,09_Mar_2015,
18:28:26,1,10,23.1,64.9,89,100,99,80,28.9,09_Mar_2015,
18:28:31,1,10,23.1,61.9,89,100,99,80,28.9,09_Mar_2015,
18:28:36,1,10,22,66.2,83,100,99,74,28.9,09_Mar_2015,
18:28:41,1,10,22,67,83,100,99,74,29,09_Mar_2015,
18:28:46,1,10,22,71,83,100,99,74,29,09_Mar_2015,
18:28:51,1,10,23,71.4,76,100,98,68,29,09_Mar_2015,
18:28:56,1,10,23,72.9,76,100,98,68,29,09_Mar_2015,
18:29:01,1,10,23,74.5,76,100,98,68,29,09_Mar_2015,
18:29:06,1,10,21.3,69.5,70,100,98,63,29,09_Mar_2015,
18:29:11,1,10,21.3,70.1,70,100,98,63,29,09_Mar_2015,
18:29:16,1,10,21.3,67.2,70,100,98,63,29,09_Mar_2015,
18:29:21,1,10,26.3,68.8,67,95,96,60,29,09_Mar_2015,
18:29:26,1,10,26.3,63.7,67,95,96,60,29.1,09_Mar_2015,
18:29:31,1,10,26.3,88.5,67,95,96,60,29.1,09_Mar_2015,
18:29:36,2,10,28.2,149.7,65,46,68,58,29.1,09_Mar_2015,
18:29:41,2,10,28.2,162.3,65,46,68,58,29.1,09_Mar_2015,
18:29:46,2,10,28.2,89.6,65,46,68,58,29.1,09_Mar_2015,
18:29:51,1,10,34.4,82,65,66,63,58,29.1,09_Mar_2015,
18:29:56,2,10,34.4,143.4,65,66,63,58,29.4,09_Mar_2015,
18:30:01,1,10,34.4,50.4,65,66,63,58,29.4,09_Mar_2015,
18:30:06,2,10,39.8,131.7,80,57,58,72,29.4,09_Mar_2015,
18:30:11,3,50,39.8,nan,80,57,58,72,29.5,09_Mar_2015,
18:30:16,2,40,39.8,nan,80,57,58,72,29.5,09_Mar_2015,
18:30:21,2,60,40.2,nan,83,94,37,74,29.5,09_Mar_2015,
18:30:26,1,60,40.2,nan,83,94,37,74,32.8,09_Mar_2015,
18:30:31,2,60,40.2,nan,83,94,37,74,32.8,09_Mar_2015,
18:30:36,1,60,45.6,118.5,83,88,35,74,32.8,09_Mar_2015,
18:30:41,1,60,45.6,42.1,83,88,35,74,33.5,09_Mar_2015,
18:30:46,2,60,45.6,133.5,83,88,35,74,33.5,09_Mar_2015,
18:30:51,1,60,46.2,97,89,55,45,80,33.5,09_Mar_2015,
18:30:56,1,60,46.2,79.1,89,55,45,80,33.6,09_Mar_2015,
18:31:01,1,60,46.2,73.9,89,55,45,80,33.6,09_Mar_2015,
18:31:06,1,60,37,70.2,89,100,88,80,33.6,09_Mar_2015,
18:31:11,1,60,37,70.5,89,100,88,80,33.6,09_Mar_2015,
18:31:16,1,60,37,71.1,89,100,88,80,33.6,09_Mar_2015,
18:31:21,1,60,32.4,70.5,90,100,98,81,33.6,09_Mar_2015,
18:31:26,1,60,32.4,67.3,90,100,98,81,33.8,09_Mar_2015,
18:31:31,1,60,32.4,99.1,90,100,98,81,33.8,09_Mar_2015,
18:31:36,1,60,23,82.5,97,77,86,87,33.8,09_Mar_2015,
18:31:41,1,60,23,79.9,97,77,86,87,33.8,09_Mar_2015,
