time,motion,body position,BR derived by Belt,HR derived by ECG,Belt Quality,ECG Quality,HR confidence,BR confidence,Skin Temperature,Day,DF
0:00:04,1,40,32.8,85,88,100,96,79,31.6,03_Mar_2015,
0:00:09,1,40,32.8,69.3,88,100,96,79,31.6,03_Mar_2015,
0:00:14,1,40,32.8,70,88,100,96,79,31.6,03_Mar_2015,
0:00:19,1,40,34.6,67.9,82,100,97,73,31.6,03_Mar_2015,
0:00:24,1,40,34.6,68.8,82,100,97,73,31.6,03_Mar_2015,
0:00:29,1,40,34.6,67.4,82,100,97,73,31.6,03_Mar_2015,
0:00:34,1,40,33.7,66.4,87,100,100,78,31.6,03_Mar_2015,
0:00:39,1,40,33.7,65.7,87,100,100,78,31.6,03_Mar_2015,
0:00:44,1,40,33.7,65.5,87,100,100,78,31.6,03_Mar_2015,
0:00:49,1,40,28.8,65.8,91,100,100,81,31.6,03_Mar_2015,
0:00:54,1,40,28.8,66.6,91,100,100,81,31.7,03_Mar_2015,
0:00:59,1,40,28.8,70.6,91,100,100,81,31.7,03_Mar_2015,
0:01:04,1,40,28.7,69.5,89,100,99,80,31.7,03_Mar_2015,
0:01:09,1,40,28.7,70.7,89,100,99,80,31.7,03_Mar_2015,
0:01:14,1,40,28.7,72.3,89,100,99,80,31.7,03_Mar_2015,
0:01:19,1,40,29,67.1,91,100,99,81,31.7,03_Mar_2015,
0:01:24,1,40,29,67.1,91,100,99,81,31.8,03_Mar_2015,
0:01:29,1,40,29,69.4,91,100,99,81,31.8,03_Mar_2015,
0:01:34,1,40,32,68.8,87,100,99,78,31.8,03_Mar_2015,
0:01:39,1,40,32,68.3,87,100,99,78,31.9,03_Mar_2015,
0:01:44,1,40,32,68.6,87,100,99,78,31.9,03_Mar_2015,
0:01:49,1,40,28.7,67,88,100,99,79,31.9,03_Mar_2015,
0:01:54,1,40,28.7,67.7,88,100,99,79,31.9,03_Mar_2015,
0:01:59,1,40,28.7,68.3,88,100,99,79,31.9,03_Mar_2015,
0:02:04,1,40,23.3,67.8,90,100,100,81,31.9,03_Mar_2015,
0:02:09,1,40,23.3,69.5,90,100,100,81,32,03_Mar_2015,
0:02:14,1,40,23.3,69.3,90,100,100,81,32,03_Mar_2015,
0:02:19,1,40,18.5,69.8,96,100,100,86,32,03_Mar_2015,
0:02:24,1,40,18.5,69.3,96,100,100,86,32,03_Mar_2015,
0:02:29,1,40,18.5,65.1,96,100,100,86,32,03_Mar_2015,
0:02:34,1,40,13.1,68.3,95,100,99,85,32,03_Mar_2015,
0:02:39,1,40,13.1,69.1,95,100,99,85,32.2,03_Mar_2015,
0:02:44,1,40,13.1,69.2,95,100,99,85,32.2,03_Mar_2015,
0:02:49,1,40,13.9,67.9,92,100,99,82,32.2,03_Mar_2015,
0:02:54,1,40,13.9,68.8,92,100,99,82,32.2,03_Mar_2015,
0:02:59,1,40,13.9,69.4,92,100,99,82,32.2,03_Mar_2015,
0:03:04,1,40,13,68.8,93,100,100,83,32.2,03_Mar_2015,
0:03:09,1,40,13,68.1,93,100,100,83,32.3,03_Mar_2015,
0:03:14,1,40,13,68.9,93,100,100,83,32.3,03_Mar_2015,
0:03:19,1,40,15.9,69.1,89,100,100,80,32.3,03_Mar_2015,
0:03:24,1,40,15.9,68.5,89,100,100,80,32.3,03_Mar_2015,
0:03:29,1,40,15.9,68,89,100,100,80,32.3,03_Mar_2015,
0:03:34,1,40,20.3,66.8,94,100,100,84,32.3,03_Mar_2015,
0:03:39,1,40,20.3,68.6,94,100,100,84,32.4,03_Mar_2015,
0:03:44,1,40,20.3,67,94,100,100,84,32.4,03_Mar_2015,
0:03:49,1,40,21,68,91,100,100,81,32.4,03_Mar_2015,
