time,motion,body position,BR derived by Belt,HR derived by ECG,Belt Quality,ECG Quality,HR confidence,BR confidence,Skin Temperature,Day,DF
18:25:14,1,60,nan,nan,-1,-1,-1,-1,nan,18_Mar_2015,
18:25:34,1,60,37,138.3,98,40,37,88,nan,18_Mar_2015,
18:25:39,1,60,37,82.9,98,40,37,88,35.7,18_Mar_2015,
18:25:44,1,60,37,78.2,98,40,37,88,35.7,18_Mar_2015,
18:25:49,1,60,31.9,75.4,95,34,58,85,35.7,18_Mar_2015,
18:25:54,1,60,31.9,75.4,95,34,58,85,35.7,18_Mar_2015,
18:25:59,1,60,31.9,72.4,95,34,58,85,35.7,18_Mar_2015,
18:26:04,1,60,26,70.6,94,100,93,84,35.7,18_Mar_2015,
18:26:09,1,60,26,75.3,94,100,93,84,35.7,18_Mar_2015,
18:26:14,1,60,26,75,94,100,93,84,35.7,18_Mar_2015,
18:26:19,1,60,18.7,70.6,97,84,92,87,35.7,18_Mar_2015,
18:26:24,1,60,18.7,75.3,97,84,92,87,35.8,18_Mar_2015,
18:26:29,1,60,18.7,73,97,84,92,87,35.8,18_Mar_2015,
18:26:34,1,60,13.6,74.4,95,100,98,85,35.8,18_Mar_2015,
18:26:39,1,60,13.6,73.7,95,100,98,85,35.8,18_Mar_2015,
18:26:44,1,60,13.6,70.2,95,100,98,85,35.8,18_Mar_2015,
18:26:49,1,60,15,65,100,100,98,90,35.8,18_Mar_2015,
18:26:54,1,60,15,65.5,100,100,98,90,35.8,18_Mar_2015,
18:26:59,1,60,15,71.5,100,100,98,90,35.8,18_Mar_2015,
18:27:04,1,60,17.6,77.2,93,100,97,83,35.8,18_Mar_2015,
18:27:09,1,60,17.6,80.5,93,100,97,83,35.9,18_Mar_2015,
18:27:14,1,60,17.6,81,93,100,97,83,35.9,18_Mar_2015,
18:27:19,1,60,18.1,80.7,95,100,98,85,35.9,18_Mar_2015,
18:27:24,1,60,18.1,79.5,95,100,98,85,35.9,18_Mar_2015,
18:27:29,1,60,18.1,83.9,95,100,98,85,35.9,18_Mar_2015,
18:27:34,1,60,21.3,80.5,94,100,99,84,35.9,18_Mar_2015,
18:27:39,1,60,21.3,76.4,94,100,99,84,35.9,18_Mar_2015,
18:27:44,1,60,21.3,73.5,94,100,99,84,35.9,18_Mar_2015,
18:27:49,1,60,18.5,77.1,100,100,98,90,35.9,18_Mar_2015,
18:27:54,1,60,18.5,79.5,100,100,98,90,35.9,18_Mar_2015,
18:27:59,1,60,18.5,80.1,100,100,98,90,35.9,18_Mar_2015,
18:28:04,1,60,19.7,82.5,100,100,98,90,35.9,18_Mar_2015,
18:28:09,1,60,19.7,81,100,100,98,90,35.9,18_Mar_2015,
18:28:14,1,60,19.7,78.7,100,100,98,90,35.9,18_Mar_2015,
18:28:19,1,60,22,79.5,100,85,93,90,35.9,18_Mar_2015,
18:28:24,1,60,22,80.3,100,85,93,90,35.9,18_Mar_2015,
18:28:29,1,60,22,76.7,100,85,93,90,35.9,18_Mar_2015,
18:28:34,1,60,20.7,77.8,100,100,99,90,35.9,18_Mar_2015,
18:28:39,1,60,20.7,76.4,100,100,99,90,36,18_Mar_2015,
18:28:44,1,60,20.7,83.8,100,100,99,90,36,18_Mar_2015,
18:28:49,1,60,25.8,83.1,100,100,98,90,36,18_Mar_2015,
18:28:54,1,60,25.8,82.2,100,100,98,90,35.9,18_Mar_2015,
18:28:59,1,60,25.8,84.3,100,100,98,90,35.9,18_Mar_2015,
18:29:04,1,60,22.3,83.9,100,100,98,90,35.9,18_Mar_2015,
18:29:09,1,60,22.3,78,100,100,98,90,36,18_Mar_2015,
18:29:14,1,60,22.3,77.9,100,100,98,90,36,18_Mar_2015,
18:29:19,1,60,21.1,81.9,100,100,98,90,36,18_Mar_2015,
18:29:24,1,60,21.1,83.4,100,100,98,90,36,18_Mar_2015,
18:29:29,1,60,21.1,84.2,100,100,98,90,36,18_Mar_2015,
18:29:34,1,60,24.2,80.7,100,100,98,90,36,18_Mar_2015,
18:29:39,1,60,24.2,82.2,100,100,98,90,36,18_Mar_2015,
18:29:44,1,60,24.2,79.3,100,100,98,90,36,18_Mar_2015,
18:29:49,1,60,22,83.5,100,100,99,90,36,18_Mar_2015,
18:29:54,1,60,22,79.6,100,100,99,90,36,18_Mar_2015,
18:29:59,1,60,22,82,100,100,99,90,36,18_Mar_2015,
18:30:04,1,60,27,105.5,100,65,86,90,36,18_Mar_2015,
18:30:09,1,60,27,84.4,100,65,86,90,36,18_Mar_2015,
18:30:14,1,60,27,77.1,100,65,86,90,36,18_Mar_2015,
18:30:19,1,60,28.9,80,100,100,95,90,36,18_Mar_2015,
18:30:24,1,60,28.9,79.1,100,100,95,90,36,18_Mar_2015,
18:30:29,1,60,28.9,85,100,100,95,90,36,18_Mar_2015,
18:30:34,1,60,22.4,85.3,97,91,90,87,36,18_Mar_2015,
18:30:39,1,60,22.4,81.4,97,91,90,87,36,18_Mar_2015,
18:30:44,1,60,22.4,82.5,97,91,90,87,36,18_Mar_2015,
18:30:49,1,60,17,79.9,96,100,97,86,36,18_Mar_2015,
18:30:54,1,60,17,81.1,96,100,97,86,36,18_Mar_2015,
18:30:59,1,60,17,84.3,96,100,97,86,36,18_Mar_2015,
18:31:04,1,60,15.5,85.5,95,100,98,85,36,18_Mar_2015,
18:31:09,1,60,15.5,86.8,95,100,98,85,36,18_Mar_2015,
18:31:14,1,60,15.5,78.5,95,100,98,85,36,18_Mar_2015,
18:31:19,1,60,15.4,81.2,94,100,98,84,36,18_Mar_2015,
18:31:24,1,60,15.4,82.2,94,100,98,84,36,18_Mar_2015,
18:31:29,1,60,15.4,86.2,94,100,98,84,36,18_Mar_2015,
18:31:34,1,60,19.6,80.7,100,91,94,90,36,18_Mar_2015,
18:31:39,1,60,19.6,80.4,100,91,94,90,36,18_Mar_2015,
18:31:44,1,60,19.6,85.7,100,91,94,90,36,18_Mar_2015,
18:31:49,1,60,22.8,81.5,100,100,98,90,36,18_Mar_2015,
18:31:54,1,60,22.8,81.8,100,100,98,90,36,18_Mar_2015,
18:31:59,1,60,22.8,81.7,100,100,98,90,36,18_Mar_2015,
18:32:04,1,60,21.3,85.4,100,100,98,90,36,18_Mar_2015,
18:32:09,1,60,21.3,83.4,100,100,98,90,36,18_Mar_2015,
18:32:14,1,60,21.3,81.7,100,100,98,90,36,18_Mar_2015,
18:32:19,1,60,20.6,79,100,100,98,90,36,18_Mar_2015,
18:32:24,1,60,20.6,83.9,100,100,98,90,36,18_Mar_2015,
18:32:29,1,60,20.6,82,100,100,98,90,36,18_Mar_2015,
18:32:34,1,60,21.2,82.5,96,100,98,86,36,18_Mar_2015,
18:32:39,1,60,21.2,84.5,96,100,98,86,36,18_Mar_2015,
18:32:44,1,60,21.2,84.2,96,100,98,86,36,18_Mar_2015,
18:32:49,1,60,19.9,86,96,100,98,86,36,18_Mar_2015,
18:32:54,1,60,19.9,90.7,96,100,98,86,36,18_Mar_2015,
18:32:59,1,60,19.9,86.6,96,100,98,86,36,18_Mar_2015,
18:33:04,1,60,18.2,89,90,100,97,81,36,18_Mar_2015,
18:33:09,1,60,18.2,89.4,90,100,97,81,36,18_Mar_2015,
18:33:14,1,60,18.2,84.9,90,100,97,81,36,18_Mar_2015,
18:33:19,1,60,18.2,84.6,89,95,92,80,36,18_Mar_2015,
18:33:24,1,60,18.2,84.2,89,95,92,80,36,18_Mar_2015,
18:33:29,1,60,18.2,80.2,89,95,92,80,36,18_Mar_2015,
18:33:34,1,60,15,80.4,84,100,97,75,36,18_Mar_2015,
18:33:39,1,60,15,83.8,84,100,97,75,36,18_Mar_2015,
18:33:44,1,60,15,84.3,84,100,97,75,36,18_Mar_2015,
18:33:49,1,60,12.5,83.7,80,100,98,72,36,18_Mar_2015,
18:33:54,1,60,12.5,77.8,80,100,98,72,36.1,18_Mar_2015,
18:33:59,1,60,12.5,80.6,80,100,98,72,36.1,18_Mar_2015,
18:34:04,1,60,8.7,83.4,82,95,95,73,36.1,18_Mar_2015,
18:34:09,1,60,8.7,86.5,82,95,95,73,36,18_Mar_2015,
18:34:14,1,60,8.7,80.2,82,95,95,73,36,18_Mar_2015,
18:34:19,1,60,5.5,75.6,69,85,91,62,36,18_Mar_2015,
18:34:24,1,60,5.5,78.4,69,85,91,62,36,18_Mar_2015,
18:34:29,1,60,5.5,76.4,69,85,91,62,36,18_Mar_2015,
18:34:34,1,60,8.6,75.7,57,100,97,51,36,18_Mar_2015,
18:34:39,1,60,8.6,75.5,57,100,97,51,36.1,18_Mar_2015,
18:34:44,1,60,8.6,74.3,57,100,97,51,36.1,18_Mar_2015,
18:34:49,1,60,13,76.6,84,90,94,75,36.1,18_Mar_2015,
