time,motion,body position,BR derived by Belt,HR derived by ECG,Belt Quality,ECG Quality,HR confidence,BR confidence,Day,DF
19:32:23,1,10,N/A,N/A,-1,-1,-1,-1,04_Feb_2015,
19:34:38,2,50,N/A,N/A,-1,-1,-1,-1,04_Feb_2015,
19:34:44,3,60,20.7,N/A,84,88,46,75,04_Feb_2015,
19:34:49,1,60,20.7,120.4,84,88,46,75,04_Feb_2015,
19:34:53,2,60,20.7,46.5,84,88,46,75,04_Feb_2015,
19:34:59,1,60,20.9,N/A,79,63,32,71,04_Feb_2015,
19:35:04,2,60,20.9,173.2,79,63,32,71,04_Feb_2015,
19:35:09,1,60,20.9,136.5,79,63,32,71,04_Feb_2015,
19:35:14,1,50,23.7,79.5,76,85,66,68,04_Feb_2015,
19:35:19,1,50,23.7,48.9,76,85,66,68,04_Feb_2015,
19:35:23,1,50,23.7,74.8,76,85,66,68,04_Feb_2015,
19:35:29,1,50,25,72.5,70,89,75,63,04_Feb_2015,
19:35:34,1,50,25,72.1,70,89,75,63,04_Feb_2015,
19:35:38,1,50,25,75.3,70,89,75,63,04_Feb_2015,
19:35:44,1,50,29.8,73.2,76,73,86,68,04_Feb_2015,
19:35:49,1,50,29.8,82.9,76,73,86,68,04_Feb_2015,
19:35:54,1,50,29.8,75.4,76,73,86,68,04_Feb_2015,
19:35:59,1,50,26.5,76.5,90,43,75,81,04_Feb_2015,
19:36:04,1,50,26.5,82.8,90,43,75,81,04_Feb_2015,
19:36:09,1,50,26.5,75,90,43,75,81,04_Feb_2015,
19:36:14,1,50,23.2,73.1,92,16,62,82,04_Feb_2015,
19:36:18,1,50,23.2,75.5,92,16,62,82,04_Feb_2015,
19:36:24,1,50,23.2,78.3,92,16,62,82,04_Feb_2015,
19:36:29,1,50,25.9,78.4,100,48,76,90,04_Feb_2015,
19:36:34,1,50,25.9,83.7,100,48,76,90,04_Feb_2015,
19:36:38,1,50,25.9,71.2,100,48,76,90,04_Feb_2015,
19:36:44,1,50,22,71.1,97,69,85,87,04_Feb_2015,
19:36:49,1,50,22,71.5,97,69,85,87,04_Feb_2015,
19:36:53,1,50,22,100.2,97,69,85,87,04_Feb_2015,
19:36:59,1,50,23.6,72.5,91,75,84,81,04_Feb_2015,
19:37:03,1,50,23.6,77.3,91,75,84,81,04_Feb_2015,
19:37:08,1,50,23.6,71.2,91,75,84,81,04_Feb_2015,
19:37:14,1,50,23.2,71.8,83,23,65,74,04_Feb_2015,
19:37:18,1,50,23.2,80.8,83,23,65,74,04_Feb_2015,
19:37:24,1,50,23.2,75.4,83,23,65,74,04_Feb_2015,
19:37:29,1,50,26,75,61,64,83,54,04_Feb_2015,
19:37:33,1,50,26,74.6,61,64,83,54,04_Feb_2015,
19:37:39,1,50,26,74.1,61,64,83,54,04_Feb_2015,
19:37:44,1,50,25.8,70.2,72,45,75,64,04_Feb_2015,
19:37:48,1,50,25.8,60.3,72,45,75,64,04_Feb_2015,
19:37:54,1,50,25.8,70.9,72,45,75,64,04_Feb_2015,
19:37:59,1,50,26,74.6,73,18,65,65,04_Feb_2015,
19:38:03,1,50,26,64.6,73,18,65,65,04_Feb_2015,
19:38:09,1,50,26,72,73,18,65,65,04_Feb_2015,
19:38:14,1,50,28.5,72.1,73,65,83,65,04_Feb_2015,
19:38:18,1,50,28.5,79.7,73,65,83,65,04_Feb_2015,
19:38:24,1,50,28.5,72.8,73,65,83,65,04_Feb_2015,
19:38:29,1,50,30.2,68.8,85,28,68,76,04_Feb_2015,
19:38:34,1,50,30.2,95.3,85,28,68,76,04_Feb_2015,
19:38:38,1,50,30.2,78.3,85,28,68,76,04_Feb_2015,
19:38:44,1,50,32.7,76.4,87,40,71,78,04_Feb_2015,
19:38:49,1,50,32.7,83.1,87,40,71,78,04_Feb_2015,
19:38:53,1,50,32.7,76.4,87,40,71,78,04_Feb_2015,
19:38:59,1,50,32.2,75.5,91,79,87,81,04_Feb_2015,
19:39:04,1,50,32.2,78.9,91,79,87,81,04_Feb_2015,
19:39:08,1,50,32.2,77.7,91,79,87,81,04_Feb_2015,
19:39:14,1,50,34.4,79,88,100,96,79,04_Feb_2015,
19:39:19,1,50,34.4,73.9,88,100,96,79,04_Feb_2015,
19:39:24,1,50,34.4,75.9,88,100,96,79,04_Feb_2015,
19:39:29,1,50,31.5,73.7,95,67,83,85,04_Feb_2015,
19:39:34,1,50,31.5,70.3,95,67,83,85,04_Feb_2015,
19:39:39,1,50,31.5,74,95,67,83,85,04_Feb_2015,
19:39:44,1,50,33.8,76.2,91,67,85,81,04_Feb_2015,
19:39:49,1,50,33.8,83.1,91,67,85,81,04_Feb_2015,
19:39:53,1,50,33.8,78.9,91,67,85,81,04_Feb_2015,
19:39:59,1,50,34.6,78.1,88,95,95,79,04_Feb_2015,
19:40:04,1,50,34.6,76,88,95,95,79,04_Feb_2015,
19:40:09,1,50,34.6,76.4,88,95,95,79,04_Feb_2015,
19:40:14,1,50,33.1,74.6,94,90,93,84,04_Feb_2015,
19:40:18,1,50,33.1,72.4,94,90,93,84,04_Feb_2015,
19:40:24,1,50,33.1,74.2,94,90,93,84,04_Feb_2015,
19:40:29,1,50,36.1,75.8,91,67,85,81,04_Feb_2015,
19:40:34,1,50,36.1,80.4,91,67,85,81,04_Feb_2015,
19:40:39,1,50,36.1,76.9,91,67,85,81,04_Feb_2015,
19:40:44,1,50,36.9,73.2,95,53,78,85,04_Feb_2015,
19:40:49,1,50,36.9,75,95,53,78,85,04_Feb_2015,
19:40:54,1,50,36.9,71.5,95,53,78,85,04_Feb_2015,
19:40:59,1,50,33.7,70.7,93,62,81,83,04_Feb_2015,
19:41:04,1,50,33.7,73.6,93,62,81,83,04_Feb_2015,
19:41:09,1,50,33.7,72.5,93,62,81,83,04_Feb_2015,
19:41:14,1,50,35.4,73.3,82,34,73,73,04_Feb_2015,
19:41:19,1,50,35.4,83.2,82,34,73,73,04_Feb_2015,
19:41:24,1,50,35.4,76.9,82,34,73,73,04_Feb_2015,
19:41:29,1,50,35.2,77,86,58,82,77,04_Feb_2015,
19:41:34,1,50,35.2,73.4,86,58,82,77,04_Feb_2015,
19:41:39,1,50,35.2,70.7,86,58,82,77,04_Feb_2015,
19:41:44,1,50,33,69,86,45,76,77,04_Feb_2015,
19:41:49,1,50,33,69.6,86,45,76,77,04_Feb_2015,
19:41:54,1,50,33,70.3,86,45,76,77,04_Feb_2015,
19:41:59,1,50,35.5,70.5,91,34,73,81,04_Feb_2015,
19:42:04,1,50,35.5,70.7,91,34,73,81,04_Feb_2015,
19:42:09,1,50,35.5,73.7,91,34,73,81,04_Feb_2015,
19:42:14,1,50,33.7,75.5,100,28,70,90,04_Feb_2015,
19:42:19,1,50,33.7,73,100,28,70,90,04_Feb_2015,
19:42:24,1,50,33.7,72.3,100,28,70,90,04_Feb_2015,
19:42:29,1,50,29.7,70.7,100,23,68,90,04_Feb_2015,
19:42:34,1,50,29.7,70.8,100,23,68,90,04_Feb_2015,
19:42:39,1,50,29.7,71.8,100,23,68,90,04_Feb_2015,
19:42:44,1,50,27.9,70.9,95,17,66,85,04_Feb_2015,
19:42:49,1,50,27.9,72.7,95,17,66,85,04_Feb_2015,
19:42:54,1,50,27.9,74.1,95,17,66,85,04_Feb_2015,
19:42:59,1,50,26.3,72.3,93,0,59,83,04_Feb_2015,
19:43:04,1,50,26.3,75.9,93,0,59,83,04_Feb_2015,
19:43:09,1,50,26.3,74.6,93,0,59,83,04_Feb_2015,
19:43:14,1,50,27.9,75.1,92,27,70,82,04_Feb_2015,
19:43:19,1,50,27.9,74.6,92,27,70,82,04_Feb_2015,
19:43:24,1,50,27.9,71.9,92,27,70,82,04_Feb_2015,
19:43:29,1,50,30,76.4,93,28,70,83,04_Feb_2015,
19:43:34,1,50,30,72.5,93,28,70,83,04_Feb_2015,
19:43:39,1,50,30,73.6,93,28,70,83,04_Feb_2015,
19:43:44,1,50,31.4,72.6,95,37,74,85,04_Feb_2015,
19:43:49,1,50,31.4,74.6,95,37,74,85,04_Feb_2015,
19:43:54,1,50,31.4,73.4,95,37,74,85,04_Feb_2015,
19:43:59,1,50,27.3,73.2,97,6,62,87,04_Feb_2015,
19:44:04,1,50,27.3,70.5,97,6,62,87,04_Feb_2015,
19:44:09,1,50,27.3,72.5,97,6,62,87,04_Feb_2015,
19:44:14,1,50,21.3,73.4,96,17,66,86,04_Feb_2015,
19:44:19,1,50,21.3,70.1,96,17,66,86,04_Feb_2015,
19:44:24,1,50,21.3,68.7,96,17,66,86,04_Feb_2015,
19:44:29,1,50,15.8,70.6,96,36,73,86,04_Feb_2015,
19:44:34,1,50,15.8,71.3,96,36,73,86,04_Feb_2015,
19:44:39,1,50,15.8,70.9,96,36,73,86,04_Feb_2015,
19:44:44,1,50,15.1,71,100,39,75,90,04_Feb_2015,
19:44:49,1,50,15.1,74.2,100,39,75,90,04_Feb_2015,
19:44:54,1,50,15.1,77.9,100,39,75,90,04_Feb_2015,
19:44:59,1,50,19.5,72.7,100,43,76,90,04_Feb_2015,
19:45:04,1,50,19.5,74.7,100,43,76,90,04_Feb_2015,
19:45:09,1,50,19.5,74.5,100,43,76,90,04_Feb_2015,
19:45:14,1,50,21.8,74.1,100,43,76,90,04_Feb_2015,
19:45:19,1,50,21.8,73.9,100,43,76,90,04_Feb_2015,
19:45:24,1,50,21.8,78.9,100,43,76,90,04_Feb_2015,
19:45:29,1,50,22.6,78.7,100,58,82,90,04_Feb_2015,
19:45:34,1,50,22.6,79.1,100,58,82,90,04_Feb_2015,
19:45:39,1,50,22.6,76.4,100,58,82,90,04_Feb_2015,
19:45:44,1,50,25.3,75.6,100,53,80,90,04_Feb_2015,
19:45:49,1,50,25.3,76.2,100,53,80,90,04_Feb_2015,
19:45:54,1,50,25.3,75.2,100,53,80,90,04_Feb_2015,
19:45:59,1,50,21,76.9,100,22,68,90,04_Feb_2015,
19:46:04,1,50,21,76.4,100,22,68,90,04_Feb_2015,
19:46:09,1,50,21,77.6,100,22,68,90,04_Feb_2015,
19:46:14,1,50,22.9,75.9,100,53,80,90,04_Feb_2015,
19:46:19,1,50,22.9,75.5,100,53,80,90,04_Feb_2015,
19:46:24,1,50,22.9,76,100,53,80,90,04_Feb_2015,
19:46:29,1,50,22,79.1,100,85,93,90,04_Feb_2015,
19:46:34,1,50,22,79.4,100,85,93,90,04_Feb_2015,
19:46:39,1,50,22,77.6,100,85,93,90,04_Feb_2015,
19:46:44,1,50,18.5,79.3,96,79,90,86,04_Feb_2015,
19:46:49,1,50,18.5,79.5,96,79,90,86,04_Feb_2015,
19:46:54,1,50,18.5,83.4,96,79,90,86,04_Feb_2015,
19:46:59,1,50,20.7,79.4,95,58,82,85,04_Feb_2015,
19:47:04,1,50,20.7,80.2,95,58,82,85,04_Feb_2015,
19:47:09,1,50,20.7,77.3,95,58,82,85,04_Feb_2015,
19:47:14,1,50,18.9,81.1,90,95,96,81,04_Feb_2015,
19:47:19,1,60,18.9,106.4,90,95,96,81,04_Feb_2015,
19:47:24,1,60,18.9,92.9,90,95,96,81,04_Feb_2015,
19:47:29,1,60,19.8,96.2,95,72,85,85,04_Feb_2015,
