time,motion,body position,BR derived by Belt,HR derived by ECG,Belt Quality,ECG Quality,HR confidence,BR confidence,Skin Temperature,Day,DF
22:09:53,2,40,31.4,73.2,95,100,99,85,33.4,02_Mar_2015,
22:09:58,1,50,31.4,73.3,95,100,99,85,33.4,02_Mar_2015,
22:10:03,1,50,31.4,76.6,89,100,99,80,33.4,02_Mar_2015,
22:10:08,1,50,31.4,73.4,89,100,99,80,33.4,02_Mar_2015,
22:10:13,1,50,31.4,74.5,89,100,99,80,33.4,02_Mar_2015,
22:10:18,1,50,23.8,75.7,87,100,99,78,33.4,02_Mar_2015,
22:10:23,1,50,23.8,73.4,87,100,99,78,33.4,02_Mar_2015,
22:10:28,1,50,23.8,70.9,87,100,99,78,33.4,02_Mar_2015,
22:10:33,1,50,18.1,70,83,100,99,74,33.4,02_Mar_2015,
22:10:38,1,50,18.1,67,83,100,99,74,33.5,02_Mar_2015,
22:10:43,1,50,18.1,69,83,100,99,74,33.5,02_Mar_2015,
22:10:48,1,50,18.4,68.6,83,100,99,74,33.5,02_Mar_2015,
22:10:53,1,50,18.4,71.6,83,100,99,74,33.4,02_Mar_2015,
22:10:58,1,50,18.4,70.1,83,100,99,74,33.4,02_Mar_2015,
22:11:03,1,50,17.9,74.1,100,100,99,90,33.4,02_Mar_2015,
22:11:08,2,40,17.9,71.7,100,100,99,90,33.4,02_Mar_2015,
22:11:13,1,50,17.9,77.1,100,100,99,90,33.4,02_Mar_2015,
22:11:18,1,50,18,79.1,100,100,98,90,33.4,02_Mar_2015,
22:11:23,1,40,18,70.6,100,100,98,90,33.4,02_Mar_2015,
22:11:28,1,40,18,69.1,100,100,98,90,33.4,02_Mar_2015,
22:11:33,2,40,24.3,71.3,89,100,98,80,33.4,02_Mar_2015,
22:11:38,1,40,24.3,69.1,89,100,98,80,33.4,02_Mar_2015,
22:11:43,1,40,24.3,72.2,89,100,98,80,33.4,02_Mar_2015,
22:11:48,1,40,30.7,68.4,87,100,98,78,33.4,02_Mar_2015,
22:11:53,2,50,30.7,65.9,87,100,98,78,33.4,02_Mar_2015,
